year,week_num,property_type,country,city,capacity,pets_allowed,property_id,booked_through,booking_id
2019,33,condo,SPAIN,Madrid,5,yes,792,3rd Party,B-10661
2019,34,apartment,FRANCE,Paris,8,no,673,Direct,B-10662
2019,33,condo,FRANCE,Nice,9,yes,790,3rd Party,B-10663
2020,49,condo,ITALY,Rome,5,no,694,3rd Party,B-10664
2020,49,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-10665
2020,49,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-10666
2019,33,apartment,ITALY,Rome,7,yes,788,Direct,B-10667
2019,34,apartment,SPAIN,Barcelona,9,yes,674,Direct,B-10668
2019,33,apartment,SPAIN,Barcelona,5,no,783,3rd Party,B-10669
2019,1,apartment,ITALY,Rome,6,yes,708,3rd Party,B-10670
2019,34,apartment,SPAIN,Barcelona,6,yes,675,3rd Party,B-10671
2020,49,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-10672
2019,34,apartment,FRANCE,Paris,7,no,676,Direct,B-10673
2019,33,apartment,SPAIN,Madrid,4,yes,744,Direct,B-10674
2019,33,condo,FRANCE,Lyon,4,no,742,3rd Party,B-10675
2019,33,condo,ITALY,Naples,4,yes,740,3rd Party,B-10676
2019,33,condo,SPAIN,Barcelona,7,yes,713,3rd Party,B-10677
2019,33,house,ITALY,Rome,7,no,711,Direct,B-10678
2020,49,apartment,ITALY,Rome,7,yes,184,3rd Party,B-10679
2020,49,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-10680
2020,49,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-10681
2019,33,apartment,ITALY,Rome,6,yes,708,Direct,B-10682
2020,49,apartment,ITALY,Rome,9,yes,143,3rd Party,B-10683
2019,1,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10684
2019,33,apartment,SPAIN,Madrid,6,yes,706,Direct,B-10685
2019,33,condo,SPAIN,Madrid,6,yes,705,3rd Party,B-10686
2020,49,apartment,BELGIUM,Brussels,8,yes,130,3rd Party,B-10687
2020,49,house,ITALY,Rome,5,yes,120,3rd Party,B-10688
2019,34,house,ITALY,Rome,7,no,711,3rd Party,B-10689
2020,49,house,BELGIUM,Brussels,6,yes,102,3rd Party,B-10690
2020,49,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-10691
2019,33,condo,ITALY,Rome,8,no,702,3rd Party,B-10692
2019,34,apartment,SPAIN,Barcelona,8,no,712,3rd Party,B-10693
2019,34,house,FRANCE,Paris,8,no,715,3rd Party,B-10694
2019,33,apartment,SPAIN,Barcelona,9,yes,697,Direct,B-10695
2020,49,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-10696
2019,33,condo,ITALY,Rome,5,no,694,3rd Party,B-10697
2020,49,condo,ITALY,Rome,6,yes,68,3rd Party,B-10698
2019,33,apartment,SPAIN,Barcelona,7,yes,691,Direct,B-10699
2020,49,condo,ITALY,Rome,5,no,57,3rd Party,B-10700
2020,49,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-10701
2020,49,apartment,BELGIUM,Brussels,8,yes,45,3rd Party,B-10702
2019,1,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10703
2019,33,house,ITALY,Rome,5,no,688,Direct,B-10704
2020,49,apartment,ITALY,Rome,7,yes,191,3rd Party,B-10705
2019,1,condo,ITALY,Rome,5,yes,796,3rd Party,B-10706
2020,49,condo,ITALY,Rome,4,yes,424,3rd Party,B-10707
2020,49,condo,BELGIUM,Brussels,8,no,200,3rd Party,B-10708
2020,49,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-10709
2019,1,apartment,ITALY,Rome,6,yes,758,3rd Party,B-10710
2020,49,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-10711
2020,49,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-10712
2020,49,apartment,ITALY,Rome,8,yes,395,3rd Party,B-10713
2019,33,house,SPAIN,Madrid,5,yes,739,3rd Party,B-10714
2019,33,apartment,SPAIN,Barcelona,7,no,738,3rd Party,B-10715
2020,49,condo,BELGIUM,Brussels,9,no,365,3rd Party,B-10716
2019,33,condo,SPAIN,Barcelona,4,yes,737,3rd Party,B-10717
2019,1,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-10718
2020,49,condo,ITALY,Rome,5,yes,343,3rd Party,B-10719
2019,34,apartment,SPAIN,Barcelona,9,yes,697,3rd Party,B-10720
2019,33,condo,SPAIN,Barcelona,8,yes,735,3rd Party,B-10721
2019,34,condo,SPAIN,Madrid,6,no,700,3rd Party,B-10722
2019,34,condo,ITALY,Rome,8,no,702,3rd Party,B-10723
2020,49,apartment,BELGIUM,Brussels,6,no,332,3rd Party,B-10724
2019,33,apartment,SPAIN,Madrid,6,no,730,3rd Party,B-10725
2019,34,condo,SPAIN,Madrid,6,yes,705,3rd Party,B-10726
2020,49,house,ITALY,Rome,7,yes,292,3rd Party,B-10727
2020,49,condo,ITALY,Rome,4,yes,285,3rd Party,B-10728
2020,49,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-10729
2019,34,apartment,SPAIN,Madrid,6,yes,706,Direct,B-10730
2019,33,house,ITALY,Rome,7,no,722,Direct,B-10731
2020,49,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-10732
2019,34,apartment,ITALY,Rome,6,yes,708,Direct,B-10733
2020,49,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-10734
2020,49,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-10735
2019,34,house,FRANCE,Paris,5,yes,801,3rd Party,B-10736
2020,48,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-10737
2020,49,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10738
2019,33,condo,SPAIN,Madrid,5,no,387,3rd Party,B-10739
2019,33,apartment,SPAIN,Barcelona,8,yes,404,3rd Party,B-10740
2019,33,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-10741
2020,47,condo,ITALY,Rome,4,no,193,3rd Party,B-10742
2019,33,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-10743
2019,33,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-10744
2019,33,apartment,SPAIN,Madrid,6,yes,396,Direct,B-10745
2019,33,apartment,ITALY,Rome,8,yes,395,Direct,B-10746
2019,34,condo,FRANCE,Paris,6,yes,871,3rd Party,B-10747
2019,33,apartment,SPAIN,Barcelona,8,yes,391,Direct,B-10748
2020,47,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-10749
2019,33,condo,SPAIN,Barcelona,7,yes,389,3rd Party,B-10750
2020,47,apartment,ITALY,Rome,9,yes,143,3rd Party,B-10751
2019,34,house,BELGIUM,Brussels,8,no,873,3rd Party,B-10752
2019,34,house,FRANCE,Paris,6,yes,874,3rd Party,B-10753
2020,47,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-10754
2020,47,apartment,BELGIUM,Brussels,8,yes,130,3rd Party,B-10755
2020,47,house,ITALY,Rome,5,yes,120,3rd Party,B-10756
2019,33,condo,SPAIN,Barcelona,6,yes,383,3rd Party,B-10757
2019,2,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-10758
2019,33,condo,SPAIN,Madrid,8,yes,382,3rd Party,B-10759
2020,47,house,ITALY,Rome,5,yes,84,3rd Party,B-10760
2019,2,house,ITALY,Rome,6,yes,247,3rd Party,B-10761
2019,33,apartment,ITALY,Milan,5,yes,381,3rd Party,B-10762
2019,33,condo,SPAIN,Madrid,8,yes,380,3rd Party,B-10763
2019,34,house,ITALY,Rome,5,no,878,Direct,B-10764
2020,47,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-10765
2020,47,apartment,ITALY,Rome,5,yes,74,3rd Party,B-10766
2020,47,condo,ITALY,Rome,5,no,57,3rd Party,B-10767
2019,33,condo,FRANCE,Paris,9,yes,405,3rd Party,B-10768
2020,47,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-10769
2019,2,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-10770
2019,33,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-10771
2019,2,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-10772
2019,33,condo,ITALY,Milan,4,yes,431,3rd Party,B-10773
2019,2,house,ITALY,Rome,7,yes,180,3rd Party,B-10774
2019,34,apartment,ITALY,Rome,9,yes,855,3rd Party,B-10775
2019,33,house,BELGIUM,Brussels,8,no,428,3rd Party,B-10776
2020,47,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-10777
2019,2,apartment,ITALY,Rome,7,yes,184,3rd Party,B-10778
2020,47,condo,ITALY,Rome,5,yes,343,3rd Party,B-10779
2019,33,condo,ITALY,Rome,4,yes,424,3rd Party,B-10780
2019,2,house,ITALY,Rome,7,yes,189,3rd Party,B-10781
2020,47,apartment,BELGIUM,Brussels,4,no,337,3rd Party,B-10782
2019,2,apartment,ITALY,Rome,7,yes,191,3rd Party,B-10783
2019,33,apartment,SPAIN,Madrid,5,yes,420,Direct,B-10784
2019,2,condo,ITALY,Rome,4,no,193,3rd Party,B-10785
2020,47,condo,BELGIUM,Brussels,5,yes,319,3rd Party,B-10786
2019,33,condo,FRANCE,Lyon,9,no,418,3rd Party,B-10787
2020,47,condo,BELGIUM,Brussels,5,yes,297,3rd Party,B-10788
2019,2,condo,BELGIUM,Brussels,8,no,200,3rd Party,B-10789
2020,47,apartment,BELGIUM,Brussels,6,yes,294,3rd Party,B-10790
2019,33,house,FRANCE,Paris,6,no,415,3rd Party,B-10791
2019,2,condo,ITALY,Rome,4,yes,203,3rd Party,B-10792
2020,47,condo,ITALY,Rome,4,yes,285,3rd Party,B-10793
2019,33,apartment,FRANCE,Paris,9,yes,413,3rd Party,B-10794
2019,34,house,ITALY,Rome,7,no,867,Direct,B-10795
2020,47,condo,ITALY,Rome,5,yes,254,3rd Party,B-10796
2019,33,house,SPAIN,Madrid,5,yes,410,3rd Party,B-10797
2019,33,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-10798
2019,2,condo,ITALY,Rome,5,yes,254,3rd Party,B-10799
2019,33,condo,SPAIN,Barcelona,8,yes,376,3rd Party,B-10800
2019,33,condo,ITALY,Rome,9,no,556,3rd Party,B-10801
2019,33,apartment,FRANCE,Paris,9,yes,331,Direct,B-10802
2019,34,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-10803
2020,46,condo,ITALY,Rome,5,yes,865,3rd Party,B-10804
2019,34,condo,ITALY,Rome,9,yes,910,3rd Party,B-10805
2020,46,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-10806
2019,34,house,BELGIUM,Brussels,5,no,911,3rd Party,B-10807
2020,46,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10808
2019,33,apartment,BELGIUM,Brussels,4,no,337,3rd Party,B-10809
2020,46,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10810
2019,33,condo,FRANCE,Paris,9,no,335,3rd Party,B-10811
2020,46,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10812
2020,46,condo,ITALY,Rome,5,yes,796,3rd Party,B-10813
2019,33,condo,SPAIN,Madrid,6,no,333,3rd Party,B-10814
2019,33,apartment,BELGIUM,Brussels,6,no,332,3rd Party,B-10815
2020,46,apartment,ITALY,Rome,7,yes,788,3rd Party,B-10816
2019,33,apartment,SPAIN,Barcelona,5,no,375,3rd Party,B-10817
2020,46,apartment,BELGIUM,Brussels,8,yes,774,3rd Party,B-10818
2020,46,house,ITALY,Rome,8,yes,772,3rd Party,B-10819
2020,46,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-10820
2019,34,apartment,SPAIN,Madrid,6,yes,913,Direct,B-10821
2020,46,apartment,ITALY,Rome,6,yes,758,3rd Party,B-10822
2019,34,condo,SPAIN,Barcelona,5,no,917,3rd Party,B-10823
2019,34,apartment,FRANCE,Paris,5,no,918,3rd Party,B-10824
2019,33,apartment,SPAIN,Barcelona,5,yes,325,3rd Party,B-10825
2020,46,apartment,ITALY,Rome,6,yes,708,3rd Party,B-10826
2019,34,house,FRANCE,Paris,6,no,919,3rd Party,B-10827
2020,46,condo,ITALY,Rome,8,no,702,3rd Party,B-10828
2019,33,condo,FRANCE,Lyon,8,no,321,3rd Party,B-10829
2019,34,house,ITALY,Rome,7,yes,923,3rd Party,B-10830
2019,33,apartment,ITALY,Milan,4,yes,342,3rd Party,B-10831
2019,33,apartment,BELGIUM,Brussels,7,yes,344,Direct,B-10832
2019,2,condo,BELGIUM,Brussels,5,yes,297,3rd Party,B-10833
2019,33,condo,FRANCE,Nice,7,yes,346,3rd Party,B-10834
2020,47,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-10835
2020,47,condo,ITALY,Rome,6,yes,4,3rd Party,B-10836
2019,34,apartment,SPAIN,Barcelona,6,no,890,3rd Party,B-10837
2020,46,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-10838
2020,46,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-10839
2019,33,condo,ITALY,Milan,6,yes,367,3rd Party,B-10840
2019,34,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-10841
2020,46,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-10842
2020,46,condo,ITALY,Rome,5,yes,956,3rd Party,B-10843
2019,33,condo,BELGIUM,Brussels,9,no,365,3rd Party,B-10844
2019,33,apartment,FRANCE,Paris,8,no,364,Direct,B-10845
2019,2,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-10846
2020,46,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-10847
2019,34,condo,SPAIN,Madrid,7,yes,895,3rd Party,B-10848
2020,46,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-10849
2019,33,condo,SPAIN,Madrid,4,no,357,3rd Party,B-10850
2019,33,apartment,SPAIN,Barcelona,9,yes,354,3rd Party,B-10851
2019,2,condo,ITALY,Rome,4,yes,285,3rd Party,B-10852
2020,46,condo,ITALY,Rome,9,yes,910,3rd Party,B-10853
2020,46,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-10854
2019,34,apartment,SPAIN,Barcelona,4,yes,900,3rd Party,B-10855
2019,34,house,FRANCE,Paris,7,yes,901,Direct,B-10856
2020,46,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-10857
2019,34,apartment,SPAIN,Barcelona,8,yes,902,Direct,B-10858
2019,2,house,ITALY,Rome,7,yes,292,3rd Party,B-10859
2019,2,apartment,BELGIUM,Brussels,6,yes,294,3rd Party,B-10860
2019,34,condo,SPAIN,Madrid,7,no,906,3rd Party,B-10861
2019,34,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-10862
2020,47,apartment,ITALY,Rome,8,yes,395,3rd Party,B-10863
2020,47,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-10864
2019,34,house,FRANCE,Paris,6,yes,826,3rd Party,B-10865
2019,33,apartment,ITALY,Naples,7,yes,515,3rd Party,B-10866
2019,33,apartment,SPAIN,Madrid,9,yes,514,3rd Party,B-10867
2020,47,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-10868
2019,33,condo,ITALY,Rome,9,yes,513,3rd Party,B-10869
2020,47,apartment,ITALY,Rome,9,yes,934,3rd Party,B-10870
2019,33,condo,SPAIN,Barcelona,4,no,512,3rd Party,B-10871
2019,34,condo,SPAIN,Barcelona,4,no,823,3rd Party,B-10872
2019,2,condo,ITALY,Rome,6,yes,68,3rd Party,B-10873
2019,33,house,SPAIN,Madrid,6,yes,509,3rd Party,B-10874
2019,33,apartment,ITALY,Naples,9,yes,507,3rd Party,B-10875
2020,47,condo,ITALY,Rome,9,yes,910,3rd Party,B-10876
2019,33,apartment,SPAIN,Madrid,8,yes,504,Direct,B-10877
2020,47,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-10878
2019,33,apartment,FRANCE,Paris,4,no,500,3rd Party,B-10879
2020,47,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-10880
2019,2,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-10881
2019,33,condo,SPAIN,Madrid,5,no,499,3rd Party,B-10882
2020,47,condo,ITALY,Rome,5,yes,865,3rd Party,B-10883
2019,33,apartment,SPAIN,Madrid,7,yes,498,Direct,B-10884
2019,2,house,ITALY,Rome,5,yes,84,3rd Party,B-10885
2020,47,condo,BELGIUM,Brussels,9,yes,859,3rd Party,B-10886
2020,47,apartment,ITALY,Rome,9,yes,855,3rd Party,B-10887
2019,33,house,ITALY,Rome,5,yes,495,3rd Party,B-10888
2020,47,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10889
2020,47,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10890
2020,47,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-10891
2020,47,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10892
2019,33,apartment,SPAIN,Madrid,5,yes,490,3rd Party,B-10893
2019,33,apartment,SPAIN,Barcelona,5,no,516,3rd Party,B-10894
2019,2,condo,ITALY,Rome,5,no,57,3rd Party,B-10895
2019,34,apartment,FRANCE,Paris,9,yes,819,Direct,B-10896
2019,33,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-10897
2020,48,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-10898
2019,33,condo,ITALY,Naples,8,yes,551,3rd Party,B-10899
2019,33,house,ITALY,Rome,4,no,550,3rd Party,B-10900
2019,33,condo,ITALY,Rome,7,yes,549,3rd Party,B-10901
2019,33,apartment,ITALY,Naples,5,yes,548,3rd Party,B-10902
2019,33,house,SPAIN,Barcelona,5,yes,546,3rd Party,B-10903
2019,33,condo,ITALY,Milan,5,yes,544,3rd Party,B-10904
2020,48,house,ITALY,Rome,7,yes,180,3rd Party,B-10905
2020,48,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-10906
2020,48,apartment,ITALY,Rome,9,yes,143,3rd Party,B-10907
2019,33,house,ITALY,Rome,5,no,543,Direct,B-10908
2019,33,condo,ITALY,Naples,4,yes,542,3rd Party,B-10909
2020,48,house,BELGIUM,Brussels,6,yes,102,3rd Party,B-10910
2020,48,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-10911
2019,34,apartment,SPAIN,Madrid,5,no,808,3rd Party,B-10912
2019,33,condo,SPAIN,Barcelona,7,yes,538,3rd Party,B-10913
2020,48,apartment,ITALY,Rome,5,yes,74,3rd Party,B-10914
2019,34,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-10915
2019,33,apartment,FRANCE,Paris,5,no,530,3rd Party,B-10916
2020,48,apartment,BELGIUM,Brussels,8,yes,45,3rd Party,B-10917
2019,34,condo,FRANCE,Nice,4,yes,815,3rd Party,B-10918
2019,33,apartment,FRANCE,Paris,6,yes,523,3rd Party,B-10919
2020,48,condo,ITALY,Rome,6,yes,4,3rd Party,B-10920
2019,33,apartment,BELGIUM,Brussels,7,yes,522,Direct,B-10921
2019,33,house,SPAIN,Madrid,9,yes,521,3rd Party,B-10922
2020,47,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-10923
2020,47,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-10924
2020,47,condo,ITALY,Rome,5,yes,796,3rd Party,B-10925
2019,2,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-10926
2020,47,apartment,ITALY,Rome,7,yes,788,3rd Party,B-10927
2020,47,condo,ITALY,Rome,9,no,556,3rd Party,B-10928
2020,47,condo,ITALY,Rome,7,yes,549,3rd Party,B-10929
2019,33,condo,ITALY,Rome,7,yes,455,3rd Party,B-10930
2019,33,apartment,BELGIUM,Brussels,8,yes,454,Direct,B-10931
2019,2,apartment,ITALY,Rome,9,yes,143,3rd Party,B-10932
2019,33,house,SPAIN,Barcelona,5,yes,450,3rd Party,B-10933
2020,47,condo,ITALY,Rome,9,yes,513,3rd Party,B-10934
2020,47,condo,ITALY,Rome,8,yes,506,3rd Party,B-10935
2019,33,condo,SPAIN,Barcelona,6,yes,447,3rd Party,B-10936
2019,33,condo,FRANCE,Nice,7,yes,446,3rd Party,B-10937
2019,34,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10938
2020,47,apartment,BELGIUM,Brussels,5,yes,480,3rd Party,B-10939
2019,33,house,SPAIN,Madrid,7,yes,443,3rd Party,B-10940
2019,33,house,ITALY,Rome,9,yes,441,3rd Party,B-10941
2020,47,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-10942
2020,47,condo,ITALY,Rome,9,no,463,3rd Party,B-10943
2019,34,house,ITALY,Rome,6,no,852,3rd Party,B-10944
2019,33,apartment,ITALY,Rome,7,yes,438,3rd Party,B-10945
2020,47,condo,ITALY,Rome,7,yes,455,3rd Party,B-10946
2020,47,apartment,BELGIUM,Brussels,8,yes,454,3rd Party,B-10947
2019,34,condo,SPAIN,Madrid,9,no,853,3rd Party,B-10948
2019,33,apartment,SPAIN,Madrid,8,yes,435,Direct,B-10949
2020,47,apartment,ITALY,Rome,7,yes,438,3rd Party,B-10950
2019,33,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-10951
2020,47,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-10952
2020,47,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-10953
2020,47,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-10954
2020,47,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-10955
2019,33,house,FRANCE,Paris,6,yes,456,3rd Party,B-10956
2019,34,house,SPAIN,Madrid,7,yes,845,3rd Party,B-10957
2020,47,house,ITALY,Rome,8,yes,772,3rd Party,B-10958
2020,47,apartment,ITALY,Rome,5,yes,569,3rd Party,B-10959
2020,47,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-10960
2019,33,house,ITALY,Rome,4,no,486,Direct,B-10961
2020,47,apartment,ITALY,Rome,6,yes,758,3rd Party,B-10962
2019,34,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10963
2019,33,condo,SPAIN,Madrid,7,no,482,3rd Party,B-10964
2019,33,apartment,BELGIUM,Brussels,5,yes,480,Direct,B-10965
2019,33,condo,ITALY,Naples,8,yes,479,3rd Party,B-10966
2019,33,house,BELGIUM,Brussels,4,no,476,3rd Party,B-10967
2020,47,apartment,ITALY,Rome,6,yes,708,3rd Party,B-10968
2019,33,house,FRANCE,Paris,8,yes,475,Direct,B-10969
2020,47,condo,ITALY,Rome,5,no,694,3rd Party,B-10970
2020,47,condo,ITALY,Rome,4,no,690,3rd Party,B-10971
2020,47,condo,ITALY,Rome,5,no,685,3rd Party,B-10972
2020,47,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-10973
2020,47,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-10974
2019,33,apartment,SPAIN,Barcelona,9,yes,474,3rd Party,B-10975
2019,33,apartment,FRANCE,Paris,9,yes,470,Direct,B-10976
2019,33,condo,ITALY,Naples,9,yes,469,3rd Party,B-10977
2019,33,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-10978
2019,33,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-10979
2019,34,apartment,SPAIN,Barcelona,7,yes,836,Direct,B-10980
2020,47,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-10981
2019,33,condo,ITALY,Rome,9,no,463,3rd Party,B-10982
2019,33,house,SPAIN,Barcelona,6,yes,462,3rd Party,B-10983
2019,2,apartment,BELGIUM,Brussels,8,yes,130,3rd Party,B-10984
2019,34,condo,FRANCE,Paris,5,yes,844,3rd Party,B-10985
2020,47,apartment,ITALY,Rome,4,yes,585,3rd Party,B-10986
2020,49,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10987
2019,33,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-10988
2019,2,apartment,BELGIUM,Brussels,6,no,332,3rd Party,B-10989
2019,34,condo,FRANCE,Nice,8,no,176,3rd Party,B-10990
2019,34,apartment,ITALY,Rome,7,yes,184,3rd Party,B-10991
2019,34,condo,SPAIN,Madrid,7,yes,183,3rd Party,B-10992
2020,52,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-10993
2019,34,house,ITALY,Rome,7,yes,180,Direct,B-10994
2019,1,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-10995
2020,51,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-10996
2019,1,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-10997
2019,34,apartment,SPAIN,Barcelona,9,yes,179,Direct,B-10998
2020,51,condo,ITALY,Rome,9,no,979,3rd Party,B-10999
2019,34,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-11000
2020,51,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-11001
2019,34,apartment,SPAIN,Madrid,8,yes,435,Direct,B-11002
2020,51,condo,ITALY,Rome,5,yes,956,3rd Party,B-11003
2020,51,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-11004
2019,34,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-11005
2020,51,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-11006
2019,34,condo,FRANCE,Lyon,5,yes,173,3rd Party,B-11007
2019,34,apartment,ITALY,Rome,7,yes,438,3rd Party,B-11008
2019,34,apartment,SPAIN,Madrid,6,no,439,3rd Party,B-11009
2019,1,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-11010
2020,51,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-11011
2020,51,apartment,ITALY,Rome,6,yes,932,3rd Party,B-11012
2019,34,house,ITALY,Rome,9,yes,441,Direct,B-11013
2019,34,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-11014
2019,34,house,FRANCE,Paris,8,no,165,3rd Party,B-11015
2020,51,condo,ITALY,Rome,9,yes,905,3rd Party,B-11016
2019,34,house,SPAIN,Barcelona,7,yes,162,3rd Party,B-11017
2019,34,condo,SPAIN,Barcelona,6,yes,447,3rd Party,B-11018
2019,34,apartment,FRANCE,Paris,5,yes,185,3rd Party,B-11019
2019,34,house,SPAIN,Barcelona,4,yes,186,3rd Party,B-11020
2020,52,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-11021
2019,34,house,ITALY,Rome,7,yes,189,3rd Party,B-11022
2020,52,condo,BELGIUM,Brussels,8,no,200,3rd Party,B-11023
2019,1,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-11024
2020,52,apartment,BELGIUM,Brussels,7,yes,197,3rd Party,B-11025
2019,34,house,BELGIUM,Brussels,5,no,209,3rd Party,B-11026
2020,52,condo,ITALY,Rome,4,no,193,3rd Party,B-11027
2019,34,apartment,FRANCE,Paris,6,yes,206,3rd Party,B-11028
2020,52,house,ITALY,Rome,7,yes,189,3rd Party,B-11029
2020,52,apartment,ITALY,Rome,7,yes,184,3rd Party,B-11030
2019,34,condo,FRANCE,Lyon,9,no,202,3rd Party,B-11031
2019,1,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-11032
2020,52,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-11033
2019,1,house,ITALY,Rome,7,yes,180,3rd Party,B-11034
2020,52,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-11035
2020,52,apartment,ITALY,Rome,9,yes,143,3rd Party,B-11036
2019,34,house,BELGIUM,Brussels,8,no,428,3rd Party,B-11037
2019,34,apartment,SPAIN,Barcelona,9,yes,198,3rd Party,B-11038
2019,34,apartment,BELGIUM,Brussels,7,yes,197,3rd Party,B-11039
2019,34,condo,ITALY,Milan,4,yes,431,3rd Party,B-11040
2019,34,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-11041
2019,1,apartment,ITALY,Rome,7,yes,191,3rd Party,B-11042
2020,52,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-11043
2019,34,condo,ITALY,Rome,4,no,193,3rd Party,B-11044
